,ID,Location,Area,Bedroom,Bathroom,Frontage,Floors,Price
6850,255541,"Quận 8, TP Hồ Chí Minh",48,2,2,1,3,2.35 tỷ
6851,255539,"Tân Bình, TP Hồ Chí Minh",33,2,2,0,2,1.55 tỷ
6852,255538,"Quận 8, TP Hồ Chí Minh",48,2,2,1,3,2.15 tỷ
6853,255537,"An Dương, Hải Phòng",61,3,3,0,3,2.08 tỷ
6854,255535,"Quận 8, TP Hồ Chí Minh",48,2,2,1,2,2.25 tỷ
6855,255534,"Hà Đông, Hà Nội",60,4,NULL,1,4,Thỏa thuận
6856,255533,"Bình Thạnh, TP Hồ Chí Minh",44,3,3,0,3,Thỏa thuận
6857,255530,"An Dương, Hải Phòng",90,3,3,0,3,2.8 tỷ
6858,255527,"An Dương, Hải Phòng",622,3,3,1,NULL,2.35 tỷ
6859,255525,"Quận 8, TP Hồ Chí Minh",74,2,NULL,0,2,4.5 tỷ
6860,255524,"Quận 4, TP Hồ Chí Minh",40.6,3,3,0,3,1.8 tỷ
6861,255523,"Phú Quốc, Kiên Giang",120,2,1,0,NULL,970 triệu
6862,255522,"An Dương, Hải Phòng",51,4,3,1,4,2.48 tỷ
6863,255521,"Biên Hòa, Đồng Nai",98,2,1,0,NULL,2.75 tỷ
6864,255520,"An Dương, Hải Phòng",60,3,3,0,NULL,2.2 tỷ
6865,255519,"Hoàng Mai, Hà Nội",35,4,3,0,4,2.9 tỷ
6866,255518,"Bình Thạnh, TP Hồ Chí Minh",69,2,3,1,3,Thỏa thuận
6867,255517,"An Dương, Hải Phòng",60,4,4,0,3,2.7 tỷ
6868,255516,"An Dương, Hải Phòng",59,4,3,1,4,2.75 tỷ
6869,255515,"Quận 8, TP Hồ Chí Minh",53.4,2,2,0,2,1.65 tỷ
6870,255514,"Bình Tân, TP Hồ Chí Minh",123,NULL,NULL,0,NULL,10 tỷ
6871,255511,"Bình Thạnh, TP Hồ Chí Minh",4,3,3,0,3,Thỏa thuận
6872,255510,"Thanh Khê, Đà Nẵng",55,NULL,NULL,1,3,5 tỷ
6873,255508,"Bình Thạnh, TP Hồ Chí Minh",40,3,3,0,2,Thỏa thuận
6874,255507,"Thủ Đức, TP Hồ Chí Minh",201,4,4,1,NULL,13 tỷ
6875,255506,"Cầu Giấy, Hà Nội",32,3,3,0,5,4.24 tỷ
6876,255505,"Bình Thạnh, TP Hồ Chí Minh",56.25,2,2,0,2,1.7 tỷ
6877,255503,"Quận 12, TP Hồ Chí Minh",54,3,2,0,2,3.95 tỷ
6878,255502,"Thanh Oai, Hà Nội",34,3,3,1,4,2.3 tỷ
6879,255501,"Hai Bà Trưng, Hà Nội",50,3,3,1,3,4.2 tỷ
6880,255499,"Bình Thạnh, TP Hồ Chí Minh",46,3,2,1,7,5.5 tỷ
6881,255498,"Bình Thạnh, TP Hồ Chí Minh",120,5,5,0,9,Thỏa thuận
6882,255497,"Quận 10, TP Hồ Chí Minh",54,10,5,0,5,8.4 tỷ
6883,255495,"Thủ Đức, TP Hồ Chí Minh",68,5,3,0,3,3.65 tỷ
6884,255494,"Bình Chánh, TP Hồ Chí Minh",108,4,2,0,NULL,1.13 tỷ
6885,255493,"Bình Thạnh, TP Hồ Chí Minh",38,3,3,0,5,4.95 tỷ
6886,255492,"Tây Hồ, Hà Nội",360,8,8,0,4,45 tỷ
6887,255490,"Quận 12, TP Hồ Chí Minh",110,3,3,1,2,4.8 tỷ
6888,255489,"Quận 12, TP Hồ Chí Minh",110,3,3,1,2,4.8 tỷ
6889,255487,"Thanh Xuân, Hà Nội",30,NULL,NULL,1,5,3.6 tỷ
6890,255486,"Tân Bình, TP Hồ Chí Minh",63,NULL,9,0,5,8.2 tỷ
6891,255485,"Hoàng Mai, Hà Nội",45,3,3,1,3,5 tỷ
6892,255484,"Quận 2, TP Hồ Chí Minh",95,4,5,0,5,40 tỷ
6893,255481,"Thanh Trì, Hà Nội",41,4,NULL,0,4,3.1 tỷ
6894,255480,"Gò Vấp, TP Hồ Chí Minh",65,2,2,0,NULL,4.8 tỷ
6895,255479,"Thanh Trì, Hà Nội",35,NULL,NULL,1,NULL,2.55 tỷ
6896,255478,"Liên Chiểu, Đà Nẵng",80,4,NULL,1,3,5.7 tỷ
6897,255475,"Đông Triều, Quảng Ninh",1556,NULL,NULL,1,NULL,850 triệu
6898,255473,"Tân Phú, TP Hồ Chí Minh",64,3,4,0,3,7.2 tỷ
6899,255472,"Phan Thiết, Bình Thuận",140,5,5,0,4,16.5 tỷ
6900,255471,"Hoàng Mai, Hà Nội",70,NULL,NULL,0,4,6 tỷ
6901,255469,"Thủ Đức, TP Hồ Chí Minh",201,4,4,1,NULL,13 tỷ
6902,255466,"Quận 8, TP Hồ Chí Minh",46,NULL,NULL,1,2,2.55 tỷ
6903,255465,"Tân Bình, TP Hồ Chí Minh",49,6,5,0,5,6.5 tỷ
6904,255464,"Quận 10, TP Hồ Chí Minh",27,2,1,0,3,6.3 tỷ
6905,255463,"Quận 10, TP Hồ Chí Minh",27,2,1,0,3,6.3 tỷ
6906,255462,"Bình Tân, TP Hồ Chí Minh",38,2,NULL,0,3,2.85 tỷ
6907,255461,"Tân Phú, TP Hồ Chí Minh",65,NULL,NULL,0,NULL,6.5 tỷ
6908,255459,"Tân Phú, TP Hồ Chí Minh",60,6,NULL,1,4,8.1 tỷ
6909,255458,"Hà Đông, Hà Nội",50,NULL,NULL,0,5,Thỏa thuận
6910,255457,"Quận 10, TP Hồ Chí Minh",80,12,13,1,4,60 tỷ
6911,255456,"Hai Bà Trưng, Hà Nội",Area is not available,4,NULL,0,NULL,3.3 tỷ
6912,255455,"Thanh Khê, Đà Nẵng",70,4,NULL,0,3,3.25 tỷ
6913,255454,"Hoàng Mai, Hà Nội",40,4,NULL,0,NULL,4.35 tỷ
6914,255451,"Bắc Từ Liêm, Hà Nội",34,4,4,0,NULL,Thỏa thuận
6915,255449,"Hai Bà Trưng, Hà Nội",60,NULL,3,1,NULL,3.1 tỷ
6916,255448,"Quận 12, TP Hồ Chí Minh",1200,NULL,NULL,1,NULL,84 tỷ
6917,255446,"Liên Chiểu, Đà Nẵng",70,3,NULL,1,2,2.8 tỷ
6918,255444,"Bình Tân, TP Hồ Chí Minh",48,3,2,0,2,3.6 tỷ
6919,255439,"Hoàng Mai, Hà Nội",30,NULL,NULL,0,4,2.6 tỷ
6920,255438,"Hoàng Mai, Hà Nội",30,NULL,NULL,0,4,2.6 tỷ
6921,255434,"Bình Thạnh, TP Hồ Chí Minh",24,NULL,2,1,NULL,Thỏa thuận
6922,255433,"Quận 7, TP Hồ Chí Minh",37.4,2,2,0,NULL,1.65 tỷ
6923,255427,"Hoàng Mai, Hà Nội",48,6,NULL,0,NULL,7.6 tỷ
6924,255422,"Tân Phú, TP Hồ Chí Minh",80,3,4,1,3,7.7 tỷ
6925,255417,"Thủ Đức, TP Hồ Chí Minh",86,4,7,1,4,13.8 tỷ
6926,255416,"Hóc Môn, TP Hồ Chí Minh",72,2,2,1,2,3.3 tỷ
6927,255415,"Hoàng Mai, Hà Nội",35,NULL,NULL,0,NULL,3.55 tỷ
6928,255414,"Hồng Bàng, Hải Phòng",24,NULL,NULL,1,4,Thỏa thuận
6929,255408,"Cầu Giấy, Hà Nội",32,3,3,0,5,4.2 tỷ
6930,255406,"Thủ Đức, TP Hồ Chí Minh",130,7,8,1,4,16.3 tỷ
6931,255403,"Cẩm Lệ, Đà Nẵng",200,4,NULL,0,3,21.98 tỷ
6932,255402,"Biên Hòa, Đồng Nai",90,3,2,0,3,5.25 tỷ
6933,255399,"Bình Thạnh, TP Hồ Chí Minh",52,NULL,2,1,NULL,6.7 tỷ
6934,255398,"Biên Hòa, Đồng Nai",84,5,4,0,3,4.1 tỷ
6935,255396,"Tân Phú, TP Hồ Chí Minh",62.5,2,3,0,3,7.1 triệu
6936,255394,"Thanh Khê, Đà Nẵng",65,3,NULL,1,2,5.25 tỷ
6937,255391,"Biên Hòa, Đồng Nai",72,4,NULL,1,3,6.7 tỷ
6938,255390,"Vĩnh Cửu, Đồng Nai",84,3,NULL,0,2,2.1 tỷ
6939,255389,"Bình Tân, TP Hồ Chí Minh",64,4,5,0,NULL,7.3 tỷ
6940,255388,"Tân Bình, TP Hồ Chí Minh",76,4,NULL,0,5,10 tỷ
6941,255385,"Hai Bà Trưng, Hà Nội",30,NULL,NULL,0,1,2.95 tỷ
6942,255382,"Tân Bình, TP Hồ Chí Minh",60,3,4,1,4,6.5 tỷ
6943,255381,"Thủ Đức, TP Hồ Chí Minh",55,NULL,NULL,0,2,4.4 tỷ
6944,255380,"Cầu Giấy, Hà Nội",40,6,NULL,0,6,5.1 tỷ
6945,255379,"Tân Phú, TP Hồ Chí Minh",51,NULL,NULL,0,NULL,4.7 tỷ
6946,255378,"Bình Tân, TP Hồ Chí Minh",140,3,NULL,1,3,3.6 tỷ
6947,255377,"Thanh Trì, Hà Nội",35,1,1,1,5,4.35 tỷ
6948,255376,"Hai Bà Trưng, Hà Nội",40,NULL,3,1,NULL,2.6 tỷ
6949,255375,"Bình Tân, TP Hồ Chí Minh",96,4,5,1,4,6.6 tỷ
6950,255373,"Thanh Xuân, Hà Nội",46,4,3,0,5,4.42 tỷ
6951,255372,"Thanh Khê, Đà Nẵng",65,3,NULL,1,2,5.25 tỷ
6952,255371,"Cẩm Lệ, Đà Nẵng",200,4,NULL,0,3,21.98 tỷ
6953,255370,"Tân Phú, TP Hồ Chí Minh",63,3,4,0,3,6.9 tỷ
6954,255369,"Gò Vấp, TP Hồ Chí Minh",21,2,2,0,3,2.5 tỷ
6955,255367,"Gò Vấp, TP Hồ Chí Minh",35,3,3,1,3,3.39 tỷ
6956,255365,"Phú Vang, Thừa Thiên Huế",228,4,4,0,5,7.3 tỷ
6957,255359,"Thanh Xuân, Hà Nội",40,NULL,NULL,1,4,4.5 tỷ
6958,255358,"Gò Vấp, TP Hồ Chí Minh",36.75,2,2,0,NULL,1.75 tỷ
6959,255354,"Gò Vấp, TP Hồ Chí Minh",31.5,2,2,0,NULL,1.73 tỷ
6960,255353,"Gò Vấp, TP Hồ Chí Minh",31.5,2,2,0,NULL,1.73 tỷ
6961,255351,"Gò Vấp, TP Hồ Chí Minh",33,2,2,0,NULL,1.55 tỷ
6962,255350,"Hóc Môn, TP Hồ Chí Minh",50,6,4,0,4,695 triệu
6963,255348,"Phụng Hiệp, Hậu Giang",90,2,2,0,NULL,1.4 tỷ
6964,255347,"Phú Vang, Thừa Thiên Huế",228,3,3,0,5,7.3 tỷ
6965,255345,"Gò Vấp, TP Hồ Chí Minh",42,2,2,0,2,1.7 tỷ
6966,255343,"Bình Thạnh, TP Hồ Chí Minh",60,4,4,0,NULL,Thỏa thuận
6967,255342,"Quận 10, TP Hồ Chí Minh",84,20,20,0,5,15.5 tỷ
6968,255339,"Tân Bình, TP Hồ Chí Minh",45,5,NULL,0,5,8.2 tỷ
6969,255338,"Quận 2, TP Hồ Chí Minh",400,NULL,NULL,0,5,40 tỷ
6970,255337,"Bình Thạnh, TP Hồ Chí Minh",51,3,2,0,3,Thỏa thuận
6971,255335,"Hải Châu, Đà Nẵng",75,4,4,0,3,6.85 tỷ
6972,255329,"Phan Thiết, Bình Thuận",140,5,5,0,4,16.5 tỷ
6973,255328,"Phụng Hiệp, Hậu Giang",90,2,2,0,NULL,1.4 tỷ
6974,255325,"Gò Vấp, TP Hồ Chí Minh",77,4,3,1,10,9.99 tỷ
6975,255324,"Bình Thạnh, TP Hồ Chí Minh",24,3,2,1,3,Thỏa thuận
6976,255323,"Quận 3, TP Hồ Chí Minh",51,NULL,NULL,0,NULL,3.15 tỷ
6977,255317,"Phú Nhuận, TP Hồ Chí Minh",45,1,1,0,NULL,6.8 tỷ
6978,255316,"Thanh Khê, Đà Nẵng",64,4,NULL,0,3,4 tỷ
6979,255314,"Phú Nhuận, TP Hồ Chí Minh",40,5,4,0,NULL,8 tỷ
6980,255313,"Bình Thạnh, TP Hồ Chí Minh",46,3,2,1,3,5.5 tỷ
6981,255312,"Quận 2, TP Hồ Chí Minh",120,5,5,0,5,18.8 tỷ
6982,255306,"Thủ Đức, TP Hồ Chí Minh",51,NULL,NULL,1,NULL,1.89 tỷ
6983,255303,"Thủ Đức, TP Hồ Chí Minh",63,4,NULL,0,7,5.8 tỷ
6984,255301,"Huế, Thừa Thiên Huế",81,3,3,0,5,4.85 tỷ
6985,255299,"Thanh Khê, Đà Nẵng",65,3,NULL,0,3,3.98 tỷ
6986,255294,"Huế, Thừa Thiên Huế",100,3,3,0,2,3.39 tỷ
6987,255293,"Quận 2, TP Hồ Chí Minh",475,1,5,1,4,45 tỷ
6988,255292,"Hoàng Mai, Hà Nội",105,NULL,NULL,0,NULL,4.75 tỷ
6989,255290,"Tây Hồ, Hà Nội",45,3,4,1,5,7.1 tỷ
6990,255289,"Thanh Trì, Hà Nội",45,4,NULL,0,5,5.4 tỷ
6991,255287,"Bình Tân, TP Hồ Chí Minh",90,NULL,NULL,1,10,12 tỷ
6992,255286,"Bình Tân, TP Hồ Chí Minh",100,4,3,1,4,16 tỷ
6993,255285,"Gò Vấp, TP Hồ Chí Minh",25,2,3,0,3,4.1 tỷ
6994,255282,"Hương Thủy, Thừa Thiên Huế",80,NULL,NULL,0,NULL,Thỏa thuận
6995,255276,"Thanh Khê, Đà Nẵng",80,NULL,NULL,0,3,12 tỷ
6996,255274,"Biên Hòa, Đồng Nai",67,3,2,0,NULL,2.6 tỷ
6997,255272,"Tân Bình, TP Hồ Chí Minh",60,2,2,1,2,5 tỷ
6998,255271,"Quận 12, TP Hồ Chí Minh",60,6,7,1,3,5.5 tỷ
6999,255270,"Gò Vấp, TP Hồ Chí Minh",195,5,6,1,6,7.7 tỷ
7000,255269,"Gò Vấp, TP Hồ Chí Minh",195,4,4,1,6,7.7 tỷ
7001,255268,"Gò Vấp, TP Hồ Chí Minh",45,4,4,1,4,7.7 tỷ
7002,255267,"Biên Hòa, Đồng Nai",70,NULL,NULL,1,NULL,2.05 tỷ
7003,255266,"Cầu Giấy, Hà Nội",32,3,4,0,5,4.25 tỷ
7004,255265,"Hoàng Mai, Hà Nội",36,NULL,NULL,1,NULL,Thỏa thuận
7005,255264,"Thanh Khê, Đà Nẵng",95,NULL,NULL,0,3,3.2 tỷ
7006,255263,"Thủ Đức, TP Hồ Chí Minh",99,5,2,1,2,4.2 tỷ
7007,255262,"Quận 9, TP Hồ Chí Minh",53,3,4,0,5,4.5 tỷ
7008,255259,"Quận 9, TP Hồ Chí Minh",53,3,4,0,5,4.6 tỷ
7009,255255,"Tây Hồ, Hà Nội",33,3,4,1,5,4.4 tỷ
7010,255251,"Bình Thạnh, TP Hồ Chí Minh",29,3,4,0,4,4.75 tỷ
7011,255249,"Gò Vấp, TP Hồ Chí Minh",30.8,2,2,0,NULL,1.63 tỷ
7012,255246,"Gò Vấp, TP Hồ Chí Minh",33,2,2,0,NULL,1.69 tỷ
7013,255245,"Gò Vấp, TP Hồ Chí Minh",33,2,2,0,NULL,1.69 tỷ
7014,255243,"Huế, Thừa Thiên Huế",100,3,3,0,2,3.39 tỷ
7015,255241,"Thủ Đức, TP Hồ Chí Minh",61,3,3,0,3,6 tỷ
7016,255240,"Gò Vấp, TP Hồ Chí Minh",36.75,2,2,0,NULL,Thỏa thuận
7017,255239,"Biên Hòa, Đồng Nai",75,3,NULL,0,NULL,3.79 tỷ
7018,255238,"Thanh Trì, Hà Nội",60,3,NULL,0,3,3.7 tỷ
7019,255236,"Biên Hòa, Đồng Nai",99.9,5,4,1,NULL,5.7 tỷ
7020,255235,"Thanh Khê, Đà Nẵng",100,NULL,NULL,1,3,5.6 tỷ
7021,255233,"Thanh Khê, Đà Nẵng",95,NULL,NULL,0,3,3.2 tỷ
7022,255231,"Hoàng Mai, Hà Nội",76,NULL,NULL,1,1,14.5 tỷ
7023,255229,"Tân Bình, TP Hồ Chí Minh",50,8,NULL,0,5,6.5 tỷ
7024,255228,"Bình Tân, TP Hồ Chí Minh",110,2,3,1,3,3.3 tỷ
7025,255227,"Quận 10, TP Hồ Chí Minh",17,3,NULL,0,4,5.5 tỷ
7026,255226,"Bình Tân, TP Hồ Chí Minh",110,NULL,NULL,1,2,4.3 tỷ
7027,255225,"Bình Tân, TP Hồ Chí Minh",110,NULL,NULL,1,2,4.3 tỷ
7028,255224,"Hai Bà Trưng, Hà Nội",52,NULL,2,1,NULL,3.5 tỷ
7029,255223,"Tân Phú, TP Hồ Chí Minh",70,3,3,1,NULL,6 tỷ
7030,255222,"Ngũ Hành Sơn, Đà Nẵng",120,14,NULL,1,7,12 tỷ
7031,255220,"Gò Vấp, TP Hồ Chí Minh",189,4,5,1,5,5.3 tỷ
7032,255219,"Thanh Khê, Đà Nẵng",80,NULL,NULL,0,3,4.15 tỷ
7033,255218,"Ngũ Hành Sơn, Đà Nẵng",120,NULL,NULL,1,7,12 tỷ
7034,255213,"Biên Hòa, Đồng Nai",76,3,2,0,4,3.79 tỷ
7035,255212,"Thủ Đức, TP Hồ Chí Minh",84,4,4,0,2,8.8 tỷ
7036,255202,"Cầu Giấy, Hà Nội",36,4,3,0,4,3.88 tỷ
7037,255201,"Thanh Trì, Hà Nội",33,3,1,0,5,2.85 tỷ
7038,255200,"Đà Lạt, Lâm Đồng",72,4,3,0,2,4.4 tỷ
7039,255199,"Bình Thạnh, TP Hồ Chí Minh",79,7,8,1,5,22.5 tỷ
7040,255197,"Gò Vấp, TP Hồ Chí Minh",100,2,2,1,NULL,7 tỷ
7041,255195,"Bình Thạnh, TP Hồ Chí Minh",94,18,19,1,7,28.5 tỷ
7042,255192,"Bình Tân, TP Hồ Chí Minh",70,NULL,NULL,0,NULL,4.6 tỷ
7043,255191,"Hóc Môn, TP Hồ Chí Minh",60,2,2,0,2,365 triệu
7044,255190,"Bình Thạnh, TP Hồ Chí Minh",29,3,3,1,3,5.15 tỷ
7045,255189,"Gò Vấp, TP Hồ Chí Minh",100,2,2,0,2,3.8 tỷ
7046,255188,"Gò Vấp, TP Hồ Chí Minh",66,2,2,0,6,5.1 tỷ
7047,255187,"Thủ Đức, TP Hồ Chí Minh",84,NULL,NULL,0,2,8.8 tỷ
7048,255186,"Hoàng Mai, Hà Nội",35,NULL,NULL,1,NULL,Thỏa thuận
7049,255185,"Gò Vấp, TP Hồ Chí Minh",43,NULL,NULL,1,NULL,4.98 tỷ
7050,255184,"Quận 12, TP Hồ Chí Minh",106,2,2,1,NULL,3.4 tỷ
7051,255183,"Hóc Môn, TP Hồ Chí Minh",43,2,2,0,NULL,365 triệu
7052,255182,"Đống Đa, Hà Nội",42,6,NULL,0,6,5.32 tỷ
7053,255181,"Quận 8, TP Hồ Chí Minh",48,4,3,1,3,2.15 tỷ
7054,255178,"Bình Thạnh, TP Hồ Chí Minh",108,5,5,0,7,10.5 tỷ
7055,255177,"Bình Tân, TP Hồ Chí Minh",60,4,3,1,3,2.55 tỷ
7056,255170,"Quận 8, TP Hồ Chí Minh",33,2,2,0,NULL,1.65 tỷ
7057,255167,"Quận 9, TP Hồ Chí Minh",106,3,2,1,2,8.5 tỷ
7058,255166,"Quận 7, TP Hồ Chí Minh",38.5,2,2,0,NULL,1.71 tỷ
7059,255162,"Quận 5, TP Hồ Chí Minh",60,7,7,0,4,10.5 tỷ
7060,255159,"Hoàng Mai, Hà Nội",35,3,NULL,0,5,4.55 tỷ
7061,255158,"Tân Bình, TP Hồ Chí Minh",80,4,NULL,0,5,10.5 tỷ
7062,255157,"Gò Vấp, TP Hồ Chí Minh",60,5,6,1,6,9.9 tỷ
7063,255155,"Gò Vấp, TP Hồ Chí Minh",72,3,3,0,2,5.4 tỷ
7064,255154,"Thanh Khê, Đà Nẵng",100,NULL,NULL,1,3,5600000 tỷ
7065,255153,"Bình Thạnh, TP Hồ Chí Minh",42,2,2,0,2,1.85 tỷ
7066,255152,"Gò Vấp, TP Hồ Chí Minh",72,4,5,0,5,9.85 tỷ
7067,255150,"Biên Hòa, Đồng Nai",60,3,2,0,3,2.35 tỷ
7068,255148,"Tân Bình, TP Hồ Chí Minh",100,NULL,NULL,1,4,12.7 tỷ
7069,255147,"Vĩnh Cửu, Đồng Nai",83,3,2,0,3,1.6 tỷ
7070,255145,"Gò Vấp, TP Hồ Chí Minh",60,4,6,0,5,9.5 tỷ
7071,255142,"Gò Vấp, TP Hồ Chí Minh",55,4,6,0,5,8.99 tỷ
7072,255141,"Quận 10, TP Hồ Chí Minh",1008,3,2,0,3,4.1 tỷ
7073,255140,"Tân Bình, TP Hồ Chí Minh",73,4,NULL,1,3,7.8 tỷ
7074,255134,"Hoàng Mai, Hà Nội",60,NULL,NULL,0,NULL,3.6 tỷ
7075,255131,"Quận 6, TP Hồ Chí Minh",30,2,2,1,2,2.9 tỷ
7076,255130,"Gò Vấp, TP Hồ Chí Minh",84,6,6,1,4,14 tỷ
7077,255129,"Gò Vấp, TP Hồ Chí Minh",53,3,4,1,4,6.4 tỷ
7078,255128,"Gò Vấp, TP Hồ Chí Minh",70,4,5,1,5,8 tỷ
7079,255114,"Gò Vấp, TP Hồ Chí Minh",59,5,6,0,5,7.4 tỷ
7080,255113,"Vĩnh Cửu, Đồng Nai",83,3,2,0,3,1600000000 tỷ
7081,255110,"Bình Thạnh, TP Hồ Chí Minh",40,2,2,0,2,2.4 tỷ
7082,255109,"Phụng Hiệp, Hậu Giang",90,2,2,0,1,1.4 tỷ
7083,255108,"Gò Vấp, TP Hồ Chí Minh",26,2,2,0,2,1.9 tỷ
7084,255105,"Bình Thạnh, TP Hồ Chí Minh",30,2,2,0,2,2.5 tỷ
7085,255104,"Gò Vấp, TP Hồ Chí Minh",52,4,5,0,5,6.66 tỷ
7086,255103,"Gò Vấp, TP Hồ Chí Minh",60,3,2,0,2,4.4 tỷ
7087,255102,"Gò Vấp, TP Hồ Chí Minh",56,4,NULL,0,4,7.05 tỷ
7088,255101,"Gò Vấp, TP Hồ Chí Minh",56,4,NULL,0,4,7.05 tỷ
7089,255099,"Quận 7, TP Hồ Chí Minh",39,2,2,0,NULL,1.8 tỷ
7090,255098,"Ba Đình, Hà Nội",40,4,4,0,5,5.4 tỷ
7091,255096,"Gò Vấp, TP Hồ Chí Minh",65,4,5,0,5,10.1 tỷ
7092,255095,"Thanh Khê, Đà Nẵng",100,4,5,0,5,10.9 tỷ
7093,255094,"Đống Đa, Hà Nội",24,3,3,0,NULL,1.9 tỷ
7094,255093,"Đống Đa, Hà Nội",24,3,3,0,NULL,1.9 tỷ
7095,255092,"Huế, Thừa Thiên Huế",54,3,3,1,3,2.75 tỷ
7096,255091,"Yên Bái, Yên Bái",68,4,4,1,3,197.2 triệu
7097,255090,"Quận 10, TP Hồ Chí Minh",33,2,2,0,3,5.4 tỷ
7098,255089,"Tây Hồ, Hà Nội",40,NULL,4,1,5,3 tỷ
7099,255085,"Quận 3, TP Hồ Chí Minh",163,6,2,0,2,Thỏa thuận
7100,255084,"Dĩ An, Bình Dương",84,3,2,1,1,4.2 tỷ
7101,255078,"Quận 4, TP Hồ Chí Minh",35,2,2,0,NULL,1.73 tỷ
7102,255069,"Thủ Đức, TP Hồ Chí Minh",85,NULL,NULL,1,2,4.5 tỷ
7103,255068,"Quận 12, TP Hồ Chí Minh",20,NULL,1,0,NULL,430 triệu
7104,255067,"Đống Đa, Hà Nội",48,1,1,1,NULL,Thỏa thuận
7105,255066,"Quận 10, TP Hồ Chí Minh",38,3,4,1,4,5.65 tỷ
7106,255065,"Hoàng Mai, Hà Nội",60,4,NULL,0,NULL,4.95 tỷ
7107,255064,"Thanh Khê, Đà Nẵng",90,NULL,NULL,0,3,3.25 tỷ
7108,255061,"Hai Bà Trưng, Hà Nội",92,NULL,NULL,1,NULL,10.5 tỷ
7109,255060,"Quận 1, TP Hồ Chí Minh",17,2,3,0,3,3 tỷ
7110,255059,"Quận 6, TP Hồ Chí Minh",16,2,2,0,3,2.3 tỷ
7111,255058,"Bình Tân, TP Hồ Chí Minh",110,2,2,1,2,4.4 tỷ
7112,255057,"Bình Tân, TP Hồ Chí Minh",110,2,2,1,2,4.4 tỷ
7113,255056,"Quận 3, TP Hồ Chí Minh",60,NULL,NULL,0,5,11 tỷ
7114,255055,"Thủ Đức, TP Hồ Chí Minh",175,5,4,0,NULL,8.6 tỷ
7115,255054,"Hai Bà Trưng, Hà Nội",45,NULL,3,1,NULL,2.6 tỷ
7116,255053,"Thanh Trì, Hà Nội",50,NULL,NULL,1,4,3.45 tỷ
7117,255052,"Bình Tân, TP Hồ Chí Minh",160,3,2,0,3,4.2 tỷ
7118,255050,"Liên Chiểu, Đà Nẵng",65,3,NULL,0,3,3.5 tỷ
7119,255049,"Quận 10, TP Hồ Chí Minh",44,2,2,1,2,9 tỷ
7120,255048,"Tân Bình, TP Hồ Chí Minh",67.5,NULL,NULL,1,NULL,9.5 tỷ
7121,255046,"Gò Vấp, TP Hồ Chí Minh",126,3,2,1,2,19 tỷ
7122,255044,"Gò Vấp, TP Hồ Chí Minh",47,4,4,0,3,5.95 tỷ
7123,255043,"Gò Vấp, TP Hồ Chí Minh",55,5,6,0,5,7.93 tỷ
7124,255038,"Thủ Đức, TP Hồ Chí Minh",98,NULL,NULL,1,NULL,6.9 tỷ
7125,255031,"Cẩm Lệ, Đà Nẵng",100,NULL,NULL,1,3,7 tỷ
7126,255030,"Tân Bình, TP Hồ Chí Minh",76,4,5,0,5,11.8 tỷ
7127,255027,"Đất Đỏ, Bà Rịa Vũng Tàu",442,2,2,1,NULL,4.89 tỷ
7128,255026,"Đất Đỏ, Bà Rịa Vũng Tàu",226,2,2,0,NULL,2.94 tỷ
7129,255025,"Quận 7, TP Hồ Chí Minh",44.8,2,2,0,2,2.43 tỷ
7130,255022,"Tân Bình, TP Hồ Chí Minh",71,5,5,0,5,11.8 tỷ
7131,255018,"Thanh Xuân, Hà Nội",35,3,NULL,0,5,4.39 tỷ
7132,255017,"Tân Bình, TP Hồ Chí Minh",80,NULL,NULL,1,5,10.7 tỷ
7133,255014,"Cầu Giấy, Hà Nội",118,NULL,NULL,1,8,42 tỷ
7134,255013,"Bình Thạnh, TP Hồ Chí Minh",52,4,5,1,4,6.7 tỷ
7135,255011,"Thanh Trì, Hà Nội",34,3,NULL,0,5,3.2 tỷ
7136,255010,"Tân Phú, TP Hồ Chí Minh",40,2,2,0,NULL,3.65 tỷ
7137,255009,"Cầu Giấy, Hà Nội",115,NULL,NULL,1,7,45 tỷ
7138,255008,"Thanh Khê, Đà Nẵng",90,NULL,NULL,0,3,3.25 tỷ
7139,255007,"Tân Bình, TP Hồ Chí Minh",50,3,2,0,4,6 tỷ
7140,255004,"Tân Bình, TP Hồ Chí Minh",100,NULL,NULL,1,4,12.8 tỷ
7141,255003,"Cầu Giấy, Hà Nội",165,NULL,NULL,1,9,51 tỷ
7142,255001,"Bình Thạnh, TP Hồ Chí Minh",120,5,5,0,7,9.1 tỷ
7143,255000,"Quận 9, TP Hồ Chí Minh",66,2,1,1,2,4.4 tỷ
7144,254999,"Quận 8, TP Hồ Chí Minh",48,4,3,1,3,2.15 tỷ
7145,254997,"Bình Tân, TP Hồ Chí Minh",48,4,3,1,3,2.15 tỷ
7146,254996,"Bình Thạnh, TP Hồ Chí Minh",52,4,4,0,4,6.7 tỷ
7147,254995,"Bình Tân, TP Hồ Chí Minh",60,4,3,1,3,2.65 tỷ
7148,254993,"Hóc Môn, TP Hồ Chí Minh",43,2,2,0,NULL,350 triệu
7149,254991,"Bình Tân, TP Hồ Chí Minh",60,4,3,1,3,2.55 tỷ
7150,254990,"Bình Thạnh, TP Hồ Chí Minh",40,2,2,0,3,10 triệu
7151,254984,"Phú Nhuận, TP Hồ Chí Minh",75,3,2,0,NULL,7.9 tỷ
